,Company(Maker),Specific_Bean_Origin_or_Bar_Name,REF,Review_Date,Cocoa_Percent,Company_Location,Rating,Bean_Type,Broad Bean_Origin,Quality,Review_Year
489,Cravve,"Tanzania, batch a1",971,2012,75.0,Australia,3.25,Forastero,Tanzania,Average,7.0
490,Cravve,"Bahia, batch a1213",975,2012,65.0,Australia,3.25,Trinitario,Brazil,Average,7.0
491,Cravve,"Namau Village, N. Taileva P., batch a2812",975,2012,67.0,Australia,3.25,Trinitario,Fiji,Average,7.0
492,Cravve,Vanuatu,975,2012,64.0,Australia,3.25,Trinitario,Vanuatu,Average,7.0
493,Cravve,Djual Island,975,2012,75.0,Australia,3.5,Forastero,Papua New Guinea,Average,7.0
494,Creo,"""heirloom"", Arriba Nacional",1736,2016,85.0,United States,3.25,Forastero (Nacional),Ecuador,Average,11.0
495,Creo,"""heirloom"", Arriba Nacional",1736,2016,73.0,United States,3.75,Forastero (Nacional),Ecuador,Above Average,11.0
496,Daintree,Goodman Estate,1654,2015,70.0,Australia,2.75,Missing,Australia,Below Average,10.0
497,Daintree,"Daintree Estates, N. Queensland",785,2011,70.0,Australia,3.25,Missing,Australia,Average,6.0
498,Dalloway,"Dominican Republic, batch 7",1928,2017,72.0,United States,2.75,Missing,Dominican Republic,Below Average,12.0
499,Damson,Robson Estate,1610,2015,70.0,United Kingdom,3.0,Trinitario,Trinidad,Average,10.0
500,Damson,Los Rios,1610,2015,70.0,United Kingdom,3.5,Missing,Ecuador,Average,10.0
501,Damson,Crayfish Bay aka Non Pariel Estate,1666,2015,70.0,United Kingdom,2.25,Missing,Grenada,Below Average,10.0
502,Damson,O'Payo,1666,2015,70.0,United Kingdom,2.75,Missing,Nicaragua,Below Average,10.0
503,Dandelion,"Zorzal Reserva, 2015 H., Kerchner",1816,2016,70.0,United States,3.75,Missing,Missing,Above Average,11.0
504,Dandelion,"Maya Mtn., Break Bar- Snark",1446,2015,70.0,United States,3.0,Trinitario,Belize,Average,10.0
505,Dandelion,Maya Mountain,1219,2014,70.0,United States,3.5,Trinitario,Belize,Average,9.0
506,Dandelion,"Camino Verde P., Balao, Guayas, 2013",1295,2014,70.0,United States,3.5,Missing,Ecuador,Average,9.0
507,Dandelion,Buto,1303,2014,70.0,United States,2.75,Missing,Liberia,Below Average,9.0
508,Dandelion,"San Francisco de Macoris, Cibao region",1387,2014,70.0,United States,3.75,Missing,Dominican Republic,Above Average,9.0
509,Dandelion,"Cumboto, farmer Jose Lugo",1026,2013,70.0,United States,2.75,Missing,Venezuela,Below Average,8.0
510,Dandelion,Patanemo,1026,2013,70.0,United States,3.25,Missing,Venezuela,Average,8.0
511,Dandelion,"Mantuano, 2012",1085,2013,70.0,United States,3.5,Missing,Venezuela,Average,8.0
512,Dandelion,Papua New Guinea,1153,2013,70.0,United States,3.5,Missing,Papua New Guinea,Average,8.0
513,Dandelion,Upala,805,2012,70.0,United States,3.0,Missing,Costa Rica,Average,7.0
514,Dandelion,Colombian,805,2012,70.0,United States,3.25,Missing,Colombia,Average,7.0
515,Dandelion,"Elvesia, 2011",915,2012,70.0,United States,3.75,Missing,Dominican Republic,Above Average,7.0
516,Dandelion,Dominican Republic,654,2011,70.0,United States,3.25,Missing,Dominican Republic,Average,6.0
517,Dandelion,Madagascar,654,2011,70.0,United States,3.25,Trinitario,Madagascar,Average,6.0
518,Dandelion,Tanzania,654,2011,70.0,United States,3.25,Missing,Tanzania,Average,6.0
519,Danta,Los Ujuxtes,1223,2014,82.0,Guatemala,3.25,Missing,Guatemala,Average,9.0
520,Danta,Chuao,987,2012,75.0,Guatemala,3.0,Trinitario,Venezuela,Average,7.0
521,Danta,Los Ujuxtes,987,2012,70.0,Guatemala,3.75,Missing,Guatemala,Above Average,7.0
522,Danta,Sambirano,987,2012,70.0,Guatemala,3.75,Trinitario,Madagascar,Above Average,7.0
523,Danta,Las Acacias E.,987,2012,70.0,Guatemala,4.0,Criollo,Guatemala,Above Average,7.0
524,Danta,"Oscuro, Finca Chimelb",991,2012,70.0,Guatemala,3.25,Missing,Guatemala,Average,7.0
525,Danta,Los Ujuxtes,661,2011,60.0,Guatemala,3.5,Missing,Guatemala,Average,6.0
526,Danta,Las Acacias E.,423,2009,75.0,Guatemala,3.0,Criollo,Guatemala,Average,4.0
527,Danta,Las Acacias E.,423,2009,60.0,Guatemala,3.25,Criollo,Guatemala,Average,4.0
528,DAR,"Venezuela, batch 122",1920,2016,72.0,United States,2.75,Missing,Venezuela,Below Average,11.0
529,DAR,Vietnam,1920,2016,72.0,United States,3.0,Trinitario,Vietnam,Average,11.0
530,DAR,"DUO, batch 002",1920,2016,70.0,United States,3.25,Missing,Ecuador,Average,11.0
531,DAR,"DUO, batch 002",1920,2016,70.0,United States,3.25,Missing,Costa Rica,Average,11.0
532,Dark Forest,Bolivia,1708,2016,75.0,United States,3.25,Missing,Bolivia,Average,11.0
533,Dark Forest,Madagascar,1550,2015,70.0,United States,3.0,Trinitario,Madagascar,Average,10.0
534,Dark Forest,Ocumare,1550,2015,70.0,United States,3.25,Missing,Venezuela,Average,10.0
535,Dark Forest,Tanzania,1554,2015,70.0,United States,3.0,Missing,Tanzania,Average,10.0
536,Dark Forest,Ecuador,1554,2015,70.0,United States,3.25,Missing,Ecuador,Average,10.0
537,Davis,Ghana,1093,2013,70.0,United States,2.5,Forastero,Ghana,Below Average,8.0
538,Davis,Rainforest,1093,2013,70.0,United States,2.75,Missing,Dominican Republic,Below Average,8.0
539,Davis,Venezuela,1093,2013,70.0,United States,2.75,Missing,Venezuela,Below Average,8.0
540,Davis,West Africa,907,2012,58.0,United States,3.25,Forastero,West Africa,Average,7.0
541,De Mendes,"Nativo, Varzea",1462,2015,72.0,Brazil,3.5,Missing,Brazil,Average,10.0
542,De Mendes,"Selvagem, Jari",1462,2015,65.0,Brazil,3.5,Missing,Brazil,Average,10.0
543,De Villiers,Bundibugyo District,1832,2016,70.0,South Africa,2.5,Forastero,Uganda,Below Average,11.0
544,De Villiers,"Sambirano Valley, batch 2477",1832,2016,70.0,South Africa,3.0,Missing,Madagascar,Average,11.0
545,Dean and Deluca (Belcolade),Madagascar,170,2007,66.0,United States,2.5,Trinitario,Madagascar,Below Average,2.0
546,Dean and Deluca (Belcolade),Costa Rica,175,2007,64.0,United States,3.0,Missing,Costa Rica,Average,2.0
547,Dean and Deluca (Belcolade),Ecuador,175,2007,71.0,United States,3.0,Missing,Ecuador,Average,2.0
548,Dean and Deluca (Belcolade),Ghana,175,2007,60.0,United States,3.0,Forastero,Ghana,Average,2.0
549,Dean and Deluca (Belcolade),Papua New Guinea,180,2007,64.0,United States,3.0,Missing,Papua New Guinea,Average,2.0
550,Dean and Deluca (Belcolade),Peru,180,2007,64.0,United States,3.0,Missing,Peru,Average,2.0
551,Debauve & Gallais (Michel Cluizel),Papua New Guinea,423,2009,64.0,France,3.0,Missing,Papua New Guinea,Average,4.0
552,Debauve & Gallais (Michel Cluizel),Venezuela,263,2008,66.0,France,3.75,Missing,Venezuela,Above Average,3.0
553,Desbarres,"Kilombero, batch 41",1916,2016,72.0,Canada,2.5,Missing,Tanzania,Below Average,11.0
554,DeVries,Bolivian,241,2008,80.0,United States,2.75,Missing,Bolivia,Below Average,3.0
555,DeVries,Costa Rica,166,2007,77.0,United States,3.5,Trinitario,Costa Rica,Average,2.0
556,DeVries,Dominican Republic,166,2007,77.0,United States,3.5,Missing,Dominican Republic,Average,2.0
557,Dick Taylor,Lanquin Estate,1952,2017,70.0,United States,3.75,Missing,Guatemala,Above Average,12.0
558,Dick Taylor,Tien Giang,1864,2016,78.0,United States,3.5,Trinitario,Vietnam,Average,11.0
559,Dick Taylor,"Alto Beni, Wild Harvest, Limited Ed.",1634,2015,70.0,United States,3.75,Missing,Bolivia,Above Average,10.0
560,Dick Taylor,Elvesia,1235,2014,74.0,United States,3.5,Missing,Dominican Republic,Average,9.0
561,Dick Taylor,"Ecuador, Choc. Garage Exclusive",1034,2013,70.0,United States,3.25,Missing,Ecuador,Average,8.0
562,Dick Taylor,Camino Verde,1193,2013,76.0,United States,3.5,Missing,Ecuador,Average,8.0
563,Dick Taylor,Bolivia,895,2012,75.0,United States,2.75,Missing,Bolivia,Below Average,7.0
564,Dick Taylor,Belize,955,2012,72.0,United States,2.75,Trinitario,Belize,Below Average,7.0
565,Dick Taylor,Sambirano,661,2011,80.0,United States,2.75,Trinitario,Madagascar,Below Average,6.0
566,Dick Taylor,Sambirano,661,2011,72.0,United States,3.0,Trinitario,Madagascar,Average,6.0
567,Dick Taylor,Mantuano,682,2011,75.0,United States,2.75,Criollo,Venezuela,Below Average,6.0
568,Dick Taylor,La Red,769,2011,74.0,United States,3.0,Missing,Dominican Republic,Average,6.0
569,Dick Taylor,Ecuador,769,2011,70.0,United States,3.25,Missing,Ecuador,Average,6.0
570,Doble & Bignall,Puerto Cabello,1688,2015,85.0,United Kingdom,3.0,Missing,Venezuela,Average,10.0
571,Doble & Bignall,"Panama, Raven",1371,2014,72.0,United Kingdom,3.25,Missing,Panama,Average,9.0
572,Doble & Bignall,"Puerto Cabello, Mantuano",1371,2014,72.0,United Kingdom,3.25,Trinitario,Venezuela,Average,9.0
573,Doble & Bignall,Johe,1407,2014,72.0,United Kingdom,3.5,Criollo,Nicaragua,Average,9.0
574,Doble & Bignall,Johe,1407,2014,72.0,United Kingdom,3.5,Trinitario,Nicaragua,Average,9.0
575,Dole (Guittard),"O'ahu, N. Shore, Waialua Estate",311,2009,70.0,United States,3.75,Missing,United States,Above Average,4.0
576,Dolfin (Belcolade),Africa,304,2008,88.0,Belgium,3.0,Forastero,West Africa,Average,3.0
577,Dolfin (Belcolade),Noir,63,2006,70.0,Belgium,1.5,Missing,Missing,Below Average,1.0
578,Domori,Hacienda Victoria,1672,2015,70.0,Italy,3.75,Missing,Ecuador,Above Average,10.0
579,Domori,Ocumare 77,1672,2015,70.0,Italy,3.75,Criollo (Ocumare 77),Venezuela,Above Average,10.0
580,Domori,"IL100, H. San Jose",1109,2013,100.0,Italy,3.0,Criollo,Venezuela,Average,8.0
581,Domori,Morogoro,863,2012,70.0,Italy,3.5,Missing,Tanzania,Average,7.0
582,Domori,Guasare,863,2012,70.0,Italy,3.75,Criollo,Venezuela,Above Average,7.0
583,Domori,"Canoabo, Hacienda San Jose",693,2011,70.0,Italy,3.5,Criollo,Venezuela,Average,6.0
584,Domori,"Chuao, Hacienda San Jose",470,2010,70.0,Italy,3.0,Trinitario,Venezuela,Average,5.0
585,Domori,"Carupano, H. San Jose",227,2008,70.0,Italy,3.0,Trinitario,Venezuela,Average,3.0
586,Domori,Teyuna,272,2008,70.0,Italy,3.0,Missing,Colombia,Average,3.0
587,Domori,Blend No. 1,272,2008,78.0,Italy,3.5,Blend,Missing,Average,3.0
588,Domori,Ilblend,272,2008,70.0,Italy,3.75,Blend,Missing,Above Average,3.0
589,Domori,Porcelana,111,2007,70.0,Italy,4.0,Criollo (Porcelana),Venezuela,Above Average,2.0
590,Domori,"Ocumare 61, Puertomar",129,2007,75.0,Italy,3.25,Criollo (Ocumare 61),Venezuela,Average,2.0
591,Domori,Granella,135,2007,60.0,Italy,3.25,Trinitario,Venezuela,Average,2.0
592,Domori,Madagascar,135,2007,70.0,Italy,3.5,Trinitario,Madagascar,Average,2.0
593,Domori,Madagared,192,2007,70.0,Italy,3.5,Criollo,Madagascar,Average,2.0
594,Domori,"Java, Javablond",192,2007,70.0,Italy,3.75,Criollo,Indonesia,Above Average,2.0
595,Domori,Ecuador,192,2007,70.0,Italy,4.0,Forastero (Arriba),Ecuador,Above Average,2.0
596,Domori,"Ocumare 67, Puertofino",192,2007,70.0,Italy,4.0,Criollo (Ocumare 67),Venezuela,Above Average,2.0
597,Domori,Sur del Lago Classificado,87,2006,70.0,Italy,3.0,Trinitario,Venezuela,Average,1.0
598,Domori,Apurimac,87,2006,70.0,Italy,3.25,Trinitario,Peru,Average,1.0
599,Domori,Carenero Superior,87,2006,70.0,Italy,3.5,Trinitario,Venezuela,Average,1.0
600,Dormouse,Non Pariel Estate,1880,2016,75.0,United Kingdom,2.75,Trinitario,Grenada,Below Average,11.0
601,Dormouse,"Rio Caribe, Batch 7",1672,2015,70.0,United Kingdom,2.5,Trinitario,Venezuela,Below Average,10.0
602,Dormouse,"Colombia, Batch 9",1676,2015,80.0,United Kingdom,2.75,Criollo,Colombia,Below Average,10.0
603,Dormouse,"Colombia, Batch 9",1676,2015,80.0,United Kingdom,2.75,Trinitario,Colombia,Below Average,10.0
604,Dormouse,"Madagascar, Batch 8",1676,2015,77.0,United Kingdom,2.75,Criollo,Madagascar,Below Average,10.0
605,Dormouse,"Madagascar, Batch 8",1676,2015,77.0,United Kingdom,2.75,Trinitario,Madagascar,Below Average,10.0
606,Duffy's,"Rio Dulce, Xoco",1662,2015,70.0,United Kingdom,4.0,Criollo,Guatemala,Above Average,10.0
607,Duffy's,"Chuno, Xoco",1331,2014,70.0,United Kingdom,3.5,Criollo,Nicaragua,Average,9.0
608,Duffy's,"Rico Rugoso, Xoco",1331,2014,76.0,United Kingdom,3.75,Criollo,Nicaragua,Above Average,9.0
609,Duffy's,Ocumare,923,2012,72.0,United Kingdom,3.75,Missing,Venezuela,Above Average,7.0
610,Duffy's,"Indio Rojo, Xoco",623,2011,72.0,United Kingdom,3.75,Criollo,Honduras,Above Average,6.0
611,Duffy's,Dominican Republic,661,2011,65.0,United Kingdom,3.5,Missing,Dominican Republic,Average,6.0
612,Duffy's,"Bocas del Toro, Tierra Oscura",697,2011,72.0,United Kingdom,3.0,Missing,Panama,Average,6.0
613,Duffy's,"Nicaliso, Xoco",697,2011,71.0,United Kingdom,3.25,Criollo,Nicaragua,Average,6.0
614,Duffy's,Ocumare,765,2011,71.0,United Kingdom,3.5,Missing,Venezuela,Average,6.0
615,Duffy's,Panama,516,2010,70.0,United Kingdom,3.5,Missing,Panama,Average,5.0
616,Duffy's,"Corazon del Ecuador, Calceta beans",516,2010,72.0,United Kingdom,3.75,Missing,Ecuador,Above Average,5.0
617,Duffy's,Star of Ecuador,523,2010,70.0,United Kingdom,2.5,Missing,Ecuador,Below Average,5.0
618,Duffy's,Star of Peru,523,2010,70.0,United Kingdom,3.75,Missing,Peru,Above Average,5.0
619,Dulcinea,Dominican Republic,1506,2015,70.0,United States,3.25,Missing,Dominican Republic,Average,10.0
620,Durand,Madagascar,841,2012,82.0,France,2.75,Trinitario,Madagascar,Below Average,7.0
621,Durci,"Maranon, Joya Rara",1626,2015,70.0,United States,3.5,Forastero (Nacional),Peru,Average,10.0
622,Durci,"Rio Caribe, Tepui Treasure",1626,2015,70.0,United States,3.5,Trinitario,Venezuela,Average,10.0
623,Durci,Taino Secret,1630,2015,70.0,United States,3.25,Missing,Dominican Republic,Average,10.0
624,Durci,"Carenero, Empyrean Sabor",1630,2015,70.0,United States,3.25,Trinitario,Venezuela,Average,10.0
625,Durci,Corona Arriba,1630,2015,70.0,United States,4.0,Missing,Ecuador,Above Average,10.0
626,East Van Roasters,Peru,1343,2014,70.0,Canada,3.25,Missing,Peru,Average,9.0
627,East Van Roasters,Madagascar,1343,2014,70.0,Canada,3.5,Trinitario,Madagascar,Average,9.0
628,East Van Roasters,Dominican Republic,1343,2014,70.0,Canada,3.75,Missing,Dominican Republic,Above Average,9.0
629,Eau de Rose,Tumaco,1812,2016,70.0,Canada,3.25,Missing,Colombia,Average,11.0
630,Eau de Rose,Arauca,1812,2016,70.0,Canada,3.25,Missing,Colombia,Average,11.0
631,Eclat (Felchlin),"Maranon, Good & Evil, w/ nibs",919,2012,72.0,United States,2.75,Forastero (Nacional),Peru,Below Average,7.0
632,Edelmond,Porcelana,1876,2016,68.0,Germany,3.0,Criollo,Venezuela,Average,11.0
633,El Ceibo,"Alto Beni, Covendo Region",709,2011,75.0,Bolivia,3.75,Missing,Bolivia,Above Average,6.0
634,El Ceibo,Alto Beni,252,2008,71.0,Bolivia,2.75,Missing,Bolivia,Below Average,3.0
635,El Rey,San Joaquin,1662,2015,70.0,Venezuela,3.75,Missing,Venezuela,Above Average,10.0
636,El Rey,"Rio Caribe, Cariaco",439,2009,60.5,Venezuela,2.75,Trinitario,Venezuela,Below Average,4.0
637,El Rey,"Rio Caribe, Macuro",439,2009,70.0,Venezuela,3.0,Trinitario,Venezuela,Average,4.0
638,El Rey,"Carenero Superior, Apamate",206,2008,74.0,Venezuela,2.5,Criollo,Venezuela,Below Average,3.0
639,El Rey,"Carenero Superior, Bucare",206,2008,58.0,Venezuela,2.5,Criollo,Venezuela,Below Average,3.0
640,El Rey,"Carenero Superior, Mijao",206,2008,61.0,Venezuela,3.0,Criollo,Venezuela,Average,3.0
641,El Rey,"Carenero Superior, Gran Saman",32,2006,70.0,Venezuela,2.75,Criollo,Venezuela,Below Average,1.0
642,Emerald Estate,Emerald Estate,1137,2013,60.0,St. Lucia,2.75,Missing,St. Lucia,Below Average,8.0
643,Emerald Estate,Emerald Estate,1137,2013,70.0,St. Lucia,3.25,Missing,St. Lucia,Average,8.0
644,Emily's,Patanemo,1450,2015,79.0,Japan,3.0,Missing,Venezuela,Average,10.0
645,Emily's,Peru,1454,2015,78.0,Japan,3.5,Criollo,Peru,Average,10.0
646,ENNA,"Wampusirpi, batch 007",1916,2016,75.0,United States,3.25,Missing,Honduras,Average,11.0
647,Enric Rovira (Claudio Corallo),Terreiro Velho P.,565,2010,80.0,Spain,3.25,Forastero,Sao Tome,Average,5.0
648,Enric Rovira (Claudio Corallo),Terreiro Velho P.,565,2010,80.0,Spain,3.25,Forastero,Principe,Average,5.0
649,Erithaj (A. Morin),Ben Tre,1205,2014,70.0,France,3.25,Trinitario,Vietnam,Average,9.0
650,Erithaj (A. Morin),Ham Luong,1209,2014,80.0,France,3.0,Trinitario,Vietnam,Average,9.0
651,Erithaj (A. Morin),Ba Lai,1209,2014,74.0,France,3.25,Trinitario,Vietnam,Average,9.0
652,Escazu,Rio Caribe,903,2012,70.0,United States,2.75,Trinitario,Venezuela,Below Average,7.0
653,Escazu,Guapiles,414,2009,65.0,United States,2.0,Missing,Costa Rica,Below Average,4.0
654,Escazu,Carenero Superior,423,2009,81.0,United States,3.5,Criollo,Venezuela,Average,4.0
655,Escazu,"Carenero, Guapiles, Ocumare blend",431,2009,74.0,United States,2.75,Missing,Cost Rica,Below Average,4.0
656,Escazu,"Carenero, Guapiles, Ocumare blend",431,2009,74.0,United States,2.75,Missing,Venezula,Below Average,4.0
657,Escazu,Ocumare,252,2008,72.0,United States,3.0,Criollo,Venezuela,Average,3.0
658,Ethel's Artisan (Mars),"Peru, Madagascar",666,2011,55.0,United States,2.5,Missing,Peru,Below Average,6.0
659,Ethel's Artisan (Mars),"Peru, Madagascar",666,2011,55.0,United States,2.5,Missing,Madagascar,Below Average,6.0
660,Ethel's Artisan (Mars),Trinidad,666,2011,55.0,United States,2.5,Trinitario,Trinidad,Below Average,6.0
661,Ethel's Artisan (Mars),Porcelana,666,2011,70.0,United States,2.5,Criollo (Porcelana),Venezuela,Below Average,6.0
662,Ethel's Artisan (Mars),Red Vanilla,666,2011,62.0,United States,2.75,Missing,Missing,Below Average,6.0
663,Ethel's Artisan (Mars),"Venezuela, Trinidad",672,2011,62.0,United States,2.5,Missing,Venezuela,Below Average,6.0
664,Ethel's Artisan (Mars),"Venezuela, Trinidad",672,2011,62.0,United States,2.5,Missing,Trinidad,Below Average,6.0
665,Ethereal,Belize,1275,2014,80.0,United States,3.0,Trinitario,Belize,Average,9.0
666,Ethereal,Ecuador,1275,2014,80.0,United States,3.5,Missing,Ecuador,Average,9.0
667,Ethereal,Dominican Republic,1275,2014,80.0,United States,3.75,Missing,Dominican Republic,Above Average,9.0
668,Fearless (AMMA),"Monte Alegre, D. Badaro, Raw, Organic",565,2010,75.0,United States,2.75,Missing,Brazil,Below Average,5.0
669,Feitoria Cacao,Blue Mountain,1732,2016,76.0,Portugal,3.0,Missing,Jamaica,Average,11.0
670,Feitoria Cacao,Cuyagua,1736,2016,76.0,Portugal,2.5,Missing,Venezuela,Below Average,11.0
671,Feitoria Cacao,Maya Mountain,1736,2016,76.0,Portugal,2.75,Trinitario,Belize,Below Average,11.0
672,Felchlin,Grenada,494,2010,58.0,Switzerland,3.5,Trinitario,Grenada,Average,5.0
673,Felchlin,Supremo- SF,105,2006,62.0,Switzerland,2.0,Missing,Missing,Below Average,1.0
674,Felchlin,Elvesia P.,105,2006,74.0,Switzerland,3.0,Trinitario,Dominican Republic,Average,1.0
675,Felchlin,Elvesia P.,105,2006,74.0,Switzerland,3.0,Criollo,Dominican Republic,Average,1.0
676,Felchlin,"Madagascar, Grand Cru",48,2006,64.0,Switzerland,3.0,Criollo,Madagascar,Average,1.0
677,Felchlin,Maracaibo Clasificado,48,2006,65.0,Switzerland,3.0,Criollo,Venezuela,Average,1.0
678,Felchlin,Arriba,48,2006,72.0,Switzerland,3.5,Forastero (Arriba),Ecuador,Average,1.0
679,Felchlin,"Alto Beni, Cru Savage",56,2006,68.0,Switzerland,4.0,Criollo (Wild),Bolivia,Above Average,1.0
680,Finca,Puerto Rico,1283,2014,65.0,United States,2.25,Missing,Puerto Rico,Below Average,9.0
681,Finca,Dominican Republic,1283,2014,80.0,United States,3.0,Missing,Dominican Republic,Average,9.0
682,Finca,Dominican Republic,1283,2014,70.0,United States,3.25,Missing,Dominican Republic,Average,9.0
683,Finca,Dominican Republic,1287,2014,85.0,United States,2.5,Missing,Dominican Republic,Below Average,9.0
684,Forever Cacao,Rio Eni,1267,2014,72.0,United Kingdom,2.75,Criollo,Peru,Below Average,9.0
685,Forteza (Cortes),Dominican Republic,1776,2016,70.0,Puerto Rico,2.75,Missing,Dominican Republic,Below Average,11.0
686,Forteza (Cortes),Puerto Rico,1776,2016,80.0,Puerto Rico,2.75,Missing,Dominican Republic,Below Average,11.0
687,Fossa,"Akesson's E., Sambirano V.",1772,2016,70.0,Singapore,2.75,Missing,Madagascar,Below Average,11.0
688,Fossa,"Camino Verde P., Balao, Guayas",1776,2016,75.0,Singapore,3.5,Missing,Ecuador,Average,11.0
689,Fossa,"Kokoa Kamili Coop, Kilombero",1776,2016,67.0,Singapore,3.75,Trinitario,Tanzania,Above Average,11.0
690,Franceschi,Choroni,1355,2014,70.0,Venezuela,3.5,Missing,Venezuela,Average,9.0
691,Franceschi,Ocumare,1355,2014,70.0,Venezuela,3.75,Missing,Venezuela,Above Average,9.0
692,Franceschi,Canoabo,911,2012,70.0,Venezuela,3.75,Missing,Venezuela,Above Average,7.0
693,Franceschi,Sur del Lago,915,2012,60.0,Venezuela,3.5,Missing,Venezuela,Average,7.0
694,Frederic Blondeel,Costa Rica,1538,2015,70.0,Belgium,3.5,Missing,Costa Rica,Average,10.0
695,Frederic Blondeel,Peru Brutus,1538,2015,75.0,Belgium,3.5,Missing,Peru,Average,10.0
696,Frederic Blondeel,Vietnam,1542,2015,80.0,Belgium,3.0,Trinitario,Vietnam,Average,10.0
697,Frederic Blondeel,Ghana,1351,2014,60.0,Belgium,3.5,Forastero,Ghana,Average,9.0
698,Frederic Blondeel,Madagascar,1351,2014,65.0,Belgium,3.5,Trinitario,Madagascar,Average,9.0
699,French Broad,"Norandino, batch 161208",1940,2017,70.0,United States,3.5,Missing,Peru,Average,12.0
700,French Broad,Guatemala,1634,2015,73.0,United States,3.5,Missing,Guatemala,Average,10.0
701,French Broad,San Andres,1209,2014,80.0,United States,3.0,Missing,Costa Rica,Average,9.0
702,French Broad,Matagalpa,1295,2014,68.0,United States,3.25,Missing,Nicaragua,Average,9.0
703,French Broad,"Palo Blanco, Chulucanas",1042,2013,66.0,United States,3.5,Missing,Peru,Average,8.0
704,French Broad,Tumbes Coop,883,2012,70.0,United States,2.5,Criollo,Peru,Below Average,7.0
705,French Broad,"Palo Blanco, Chulucanas",883,2012,61.0,United States,3.5,Missing,Peru,Average,7.0
706,French Broad,"Palo Blanco w/ panela, Chulucanas",887,2012,81.0,United States,2.0,Missing,Peru,Below Average,7.0
707,French Broad,"Maranon Canyon, Fortunato No. 4",781,2011,70.0,United States,3.5,Forastero (Nacional),Peru,Average,6.0
708,French Broad,La Red,785,2011,65.0,United States,3.5,Missing,Dominican Republic,Average,6.0
709,Fresco,"Maranon, #228, MR, SC",1383,2014,70.0,United States,3.0,Forastero (Nacional),Peru,Average,9.0
710,Fresco,"Maranon, #227, LR, MC",1383,2014,70.0,United States,3.5,Forastero (Nacional),Peru,Average,9.0
711,Fresco,"Maranon, #229, MR, LC",1383,2014,70.0,United States,3.5,Forastero (Nacional),Peru,Average,9.0
712,Fresco,"Maranon, #230, DR, LC",1387,2014,70.0,United States,3.5,Forastero (Nacional),Peru,Average,9.0
713,Fresco,"Conacado, #223, MR, SC",1030,2013,72.0,United States,3.25,Missing,Dominican Republic,Average,8.0
714,Fresco,"Conacado, #224, MR, MC",1081,2013,72.0,United States,3.75,Missing,Dominican Republic,Above Average,8.0
715,Fresco,"San Martin, Bellavista Coop, #226, DR, MC",1117,2013,70.0,United States,3.75,Missing,Peru,Above Average,8.0
716,Fresco,"Bellavista Coop, #225, LR, MC, CG Exclusive",1149,2013,70.0,United States,4.0,Trinitario,Peru,Above Average,8.0
717,Fresco,"Markham Valley, #219, LR, MC",899,2012,69.0,United States,3.5,Missing,Papua New Guinea,Average,7.0
718,Fresco,"Markham Valley, #221, DR, MC",899,2012,69.0,United States,3.5,Missing,Papua New Guinea,Average,7.0
719,Fresco,"Sambirano Valley, #216, MR, LC",915,2012,74.0,United States,4.0,Trinitario,Madagascar,Above Average,7.0
720,Fresco,"Markham Valley, #220, MR, MC",927,2012,69.0,United States,4.0,Trinitario,Papua New Guinea,Above Average,7.0
721,Fresco,"Markham Valley, #222, LR, 0C",931,2012,69.0,United States,3.0,Trinitario,Papua New Guinea,Average,7.0
722,Fresco,"Ghana, #211, MR, MC",636,2011,74.0,United States,2.75,Forastero,Ghana,Below Average,6.0
723,Fresco,"Jamaica, #209, DR, SC",642,2011,70.0,United States,3.25,Trinitario,Jamaica,Average,6.0
724,Fresco,"Conacado, #212, LR, SC",642,2011,72.0,United States,3.5,Missing,Dominican Republic,Average,6.0
725,Fresco,"Jamaica, #210, DR, MC",642,2011,70.0,United States,3.5,Trinitario,Jamaica,Average,6.0
726,Fresco,"Sambirano Valley, #214, LR, MC",682,2011,74.0,United States,2.75,Trinitario,Madagascar,Below Average,6.0
727,Fresco,"Conacado, #213, DR, -C",682,2011,72.0,United States,3.25,Missing,Dominican Republic,Average,6.0
728,Fresco,"Sambirano Valley, #215, MR, MC",688,2011,74.0,United States,3.0,Trinitario,Madagascar,Average,6.0
729,Fresco,"Chuao, #218, MR, MC",745,2011,76.0,United States,3.25,Trinitario,Venezuela,Average,6.0
730,Fresco,"Chuao, #217, DR, MC",745,2011,70.0,United States,4.0,Trinitario,Venezuela,Above Average,6.0
731,Fresco,"Jamaica, #204, DR, SC",370,2009,80.0,United States,2.75,Trinitario,Jamaica,Below Average,4.0
732,Fresco,"Jamaica, #206, DR, LC",370,2009,70.0,United States,3.0,Trinitario,Jamaica,Average,4.0
733,Fresco,"Jamaica, #205, DR, MC",370,2009,70.0,United States,3.25,Trinitario,Jamaica,Average,4.0
734,Fresco,"Carenero Superior, #203, MR, SC",370,2009,65.0,United States,3.5,Criollo,Venezuela,Average,4.0
735,Friis Holm,"Rugoso, Bad Fermentation",1912,2016,70.0,Denmark,3.5,Missing,Nicaragua,Average,11.0
736,Friis Holm (Bonnat),La Dalia,1680,2015,60.0,Denmark,3.0,Missing,Nicaragua,Average,10.0
737,Friis Holm (Bonnat),La Dalia,1680,2015,85.0,Denmark,3.25,Missing,Nicaragua,Average,10.0
738,Friis Holm (Bonnat),La Dalia,1259,2014,70.0,Denmark,3.5,Missing,Nicaragua,Average,9.0
